CASEID,YEAR,ID,VERSION,COMPWT,SEX,AGE,RACE,SRCBELT,RELIG,RELIG16,DENOM16,PARELIG,PARELKID,MARELIG,MARELKID,SPREL,EDUC,SEI,INCOME,RINCOME,INTRHOME,COMPUSE,WEBMOB,WEBTV,EMAILHR,EMAILMIN,USEWWW,WWWHR,WWWMIN
47041,2006, 531,3,8.59999999999999987e-01,2,46,1,3, 2, 2, 0,0,0,0,0, 0,13,60.4,12,12,1,0,0,0, -1,-1,0,  1, 0
47042,2006, 532,5,4.29999999999999993e-01,2,54,3,3, 1, 1,23,0,0,0,0, 0,16,73.2,12,12,2,0,0,0, -1,-1,0, -1,-1
47043,2006, 533,7,8.59999999999999987e-01,2,46,1,3, 2, 0, 0,0,0,0,0, 0,18,74.4,12,12,0,0,0,0, -1,-1,0, -1,-1
47044,2006, 534,7,8.59999999999999987e-01,2,41,1,3, 1, 0, 0,0,0,0,0, 0,16,73.3,12,12,0,0,0,0, -1,-1,0, -1,-1
47045,2006, 535,6,3.81999999999999984e+00,2,36,3,3, 6, 6, 0,0,0,0,0, 0,18,60.6,12,12,1,0,0,0, -1,-1,0, 20, 0
47046,2006, 536,4,8.59999999999999987e-01,2,72,1,4, 4, 1,34,0,0,0,0, 4,16,74.1,12, 0,0,0,0,0, -1,-1,0, 10, 0
47047,2006, 537,2,8.59999999999999987e-01,1,21,1,4, 1, 1,50,0,0,0,0, 0,13,62.5,12, 3,1,0,0,0, -1,-1,0, 15, 0
47048,2006, 538,7,1.90999999999999992e+00,1,59,1,4, 4, 0, 0,0,0,0,0, 0,17,83.9,12,12,0,0,0,0, -1,-1,0, -1,-1
47049,2006, 539,7,4.29999999999999993e-01,2,64,1,4, 1, 0, 0,0,0,0,0, 0,16,61.9,12, 0,0,0,0,0, -1,-1,0, -1,-1
47050,2006, 540,1,1.90999999999999992e+00,1,55,3,3, 4, 4, 0,0,0,0,0, 4,20,73.6,12,12,0,0,0,0, -1,-1,0, 40, 0
47051,2006, 541,7,1.29000000000000004e+00,2,64,1,3,10, 0, 0,0,0,0,0, 0,14,26.4, 9, 0,0,0,0,0, -1,-1,0, -1,-1
47052,2006, 542,1,3.81999999999999984e+00,1,34,3,3, 6, 6, 0,0,0,0,0, 6,12,35.4,12,12,0,0,0,0, -1,-1,0,  2, 0
47053,2006, 543,3,2.14999999999999991e+00,2,28,3,4, 4, 4, 0,0,0,0,0, 0,16,84.7,12,12,1,0,0,0, -1,-1,0, 40, 0
47054,2006, 544,5,3.81999999999999984e+00,1,32,3,4, 1, 4, 0,0,0,0,0, 1,20,64.1,12,11,1,0,0,0, -1,-1,0, 20, 0
47055,2006, 545,1,4.29999999999999993e-01,2,42,2,4, 1, 1,10,0,0,0,0, 4,12,-1.0, 9, 0,0,0,0,0, -1,-1,0, -1,-1
47056,2006, 546,1,1.90999999999999992e+00,1,42,3,4, 4, 4, 0,0,0,0,0, 4,18,50.7,12,12,0,0,0,0, -1,-1,0, 60, 0
47057,2006, 547,7,8.59999999999999987e-01,1,59,1,4, 4, 0, 0,0,0,0,0, 0,16,82.7,12,11,0,0,0,0, -1,-1,0, -1,-1
47058,2006, 548,2,4.29999999999999993e-01,1,36,1,2, 4, 1,60,0,0,0,0, 0,12,83.7,12,12,1,0,0,0, -1,-1,0, 45, 0
47059,2006, 549,1,4.29999999999999993e-01,1,49,3,2, 4, 4, 0,0,0,0,0, 0,16,60.5,12,12,0,0,0,0, -1,-1,0,  4, 0
47060,2006, 550,3,9.49999999999999956e-01,1,59,1,2, 1, 1,32,0,0,0,0, 0,13,76.3,11, 0,1,0,0,0, -1,-1,0,  2, 0
47061,2006, 551,3,1.90999999999999992e+00,1,62,1,2, 1, 1,28,0,0,0,0, 1,16,63.2,12,12,1,0,0,0, -1,-1,0,  0,30
47062,2006, 552,4,8.59999999999999987e-01,1,55,1,2, 1, 4, 0,0,0,0,0, 1,18,73.9,12,12,0,0,0,0, -1,-1,0, 25, 0
47063,2006, 553,1,8.59999999999999987e-01,1,36,1,2, 4, 1,48,0,0,0,0, 4,18,86.0,12,12,0,0,0,0, -1,-1,0,  2, 0
47064,2006, 554,6,1.29000000000000004e+00,2,49,1,2, 1, 1,48,0,0,0,0, 1,12,76.4,12, 0,1,0,0,0, -1,-1,0,  1, 0
47065,2006, 555,7,9.49999999999999956e-01,1,89,1,4, 4, 0, 0,0,0,0,0, 0,10,34.2, 5, 0,0,0,0,0, -1,-1,0, -1,-1
47066,2006, 556,7,4.29999999999999993e-01,1,58,1,4, 4, 0, 0,0,0,0,0, 0,12,34.2,12,12,0,0,0,0, -1,-1,0, -1,-1
47067,2006, 557,2,2.85999999999999988e+00,1,29,1,4, 1, 1,48,0,0,0,0, 0,17,62.0,12, 0,1,0,0,0, -1,-1,0,  3, 0
47068,2006, 558,3,8.59999999999999987e-01,2,41,1,4, 1, 1,22,0,0,0,0, 1,16,73.3,12, 0,1,0,0,0, -1,-1,0,  2, 0
47069,2006, 559,5,1.90999999999999992e+00,1,60,1,4, 1, 4, 0,0,0,0,0, 1,14,60.5,12,12,1,0,0,0, -1,-1,0, 14, 0
47070,2006, 560,7,8.59999999999999987e-01,2,49,1,4, 2, 0, 0,0,0,0,0, 0,14,38.4,12,12,0,0,0,0, -1,-1,0, -1,-1
47071,2006, 561,5,1.90999999999999992e+00,2,26,3,4, 2, 2, 0,0,0,0,0, 1,11,40.2, 9, 2,1,0,0,0, -1,-1,0, 14, 0
47072,2006, 562,1,2.85999999999999988e+00,2,40,1,4,11, 4, 0,0,0,0,0, 0,13,38.0,12,11,0,0,0,0, -1,-1,0,  0,15
47073,2006, 563,7,1.29000000000000004e+00,1,27,3,4, 2, 0, 0,0,0,0,0, 0,14,44.2,12,11,0,0,0,0, -1,-1,0, -1,-1
47074,2006, 564,7,8.59999999999999987e-01,2,37,1,4, 4, 0, 0,0,0,0,0, 0,17,78.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47075,2006, 565,1,1.29000000000000004e+00,1,56,1,4,99, 5, 0,0,0,0,0, 2,14,54.2,13,13,0,0,0,0, -1,-1,0,  1, 0
47076,2006, 566,7,4.29999999999999993e-01,2,79,1,4, 1, 0, 0,0,0,0,0, 0,10,64.2,13, 0,0,0,0,0, -1,-1,0, -1,-1
47077,2006, 567,7,1.29000000000000004e+00,1,41,1,4,11, 0, 0,0,0,0,0, 0,12,63.5,13,13,0,0,0,0, -1,-1,0, -1,-1
47078,2006, 568,4,1.29000000000000004e+00,2,41,3,5, 2, 2, 0,0,0,0,0, 2, 0,26.7,98, 0,0,0,0,0, -1,-1,0,999,99
47079,2006, 569,7,1.90999999999999992e+00,1,45,1,5, 2, 0, 0,0,0,0,0, 0,12,35.4,13,98,0,0,0,0, -1,-1,0, -1,-1
47080,2006, 570,6,8.59999999999999987e-01,1,51,1,5, 1, 1,50,0,0,0,0, 1,17,50.7,12,12,1,0,0,0, -1,-1,0,  6, 0
47081,2006, 571,5,1.90999999999999992e+00,1,60,1,5, 1, 2, 0,0,0,0,0, 1,17,63.5,12, 8,1,0,0,0, -1,-1,0, 20, 0
47082,2006, 572,5,9.49999999999999956e-01,2,52,1,5,11, 1,43,0,0,0,0, 0,14,64.1, 9, 0,1,0,0,0, -1,-1,0,  5, 0
47083,2006, 573,4,1.71999999999999997e+00,2,25,3,2, 2, 2, 0,0,0,0,0, 0,17,-1.0, 5, 0,0,0,0,0, -1,-1,0,  2, 0
47084,2006, 574,7,8.59999999999999987e-01,1,57,1,2,10, 0, 0,0,0,0,0, 0,13,38.1,11, 9,0,0,0,0, -1,-1,0, -1,-1
47085,2006, 575,6,1.71999999999999997e+00,2,19,3,2, 4, 4, 0,0,0,0,0, 0,12,-1.0, 1, 0,1,0,0,0, -1,-1,0, 15, 0
47086,2006, 576,6,1.71999999999999997e+00,1,21,1,2, 4, 4, 0,0,0,0,0, 0,14,53.3, 2, 0,1,0,0,0, -1,-1,0, 25, 0
47087,2006, 577,7,1.90999999999999992e+00,2,88,1,2, 6, 0, 0,0,0,0,0, 0,13,37.7,12, 0,0,0,0,0, -1,-1,0, -1,-1
47088,2006, 578,2,8.59999999999999987e-01,1,42,1,2, 4, 4, 0,0,0,0,0, 4,16,83.9,12,12,1,0,0,0, -1,-1,0, 20, 0
47089,2006, 579,7,1.90999999999999992e+00,1,23,2,4, 4, 0, 0,0,0,0,0, 0,12,38.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47090,2006, 580,5,8.59999999999999987e-01,2,33,3,4, 2, 2, 0,0,0,0,0, 0,14,38.4,12,12,1,0,0,0, -1,-1,0,  0, 5
47091,2006, 581,5,1.90999999999999992e+00,1,54,2,4,11,11,70,0,0,0,0, 0,15,-1.0,13,99,2,0,0,0, -1,-1,0, -1,-1
47092,2006, 582,7,1.90999999999999992e+00,1,64,1,4, 3, 0, 0,0,0,0,0, 0,16,50.3,12, 0,0,0,0,0, -1,-1,0, -1,-1
47093,2006, 583,6,8.59999999999999987e-01,2,54,1,4, 1, 1,28,0,0,0,0, 1,14,53.3,12,12,1,0,0,0, -1,-1,0,  0,30
47094,2006, 584,7,4.29999999999999993e-01,2,52,2,4, 1, 0, 0,0,0,0,0, 0,16,33.9,11, 0,0,0,0,0, -1,-1,0, -1,-1
47095,2006, 585,7,9.49999999999999956e-01,2,37,2,2, 1, 0, 0,0,0,0,0, 0,14,47.0,12,12,0,0,0,0, -1,-1,0, -1,-1
47096,2006, 586,7,1.71999999999999997e+00,1,20,1,2, 4, 0, 0,0,0,0,0, 0,12,37.9, 9, 9,0,0,0,0, -1,-1,0, -1,-1
47097,2006, 587,7,1.29000000000000004e+00,2,20,1,2, 4, 0, 0,0,0,0,0, 0,12,27.5, 8, 8,0,0,0,0, -1,-1,0, -1,-1
47098,2006, 588,4,1.29000000000000004e+00,1,29,3,2, 2, 2, 0,0,0,0,0, 2, 9,34.2, 1, 0,0,0,0,0, -1,-1,0,999,99
47099,2006, 589,1,2.85999999999999988e+00,1,22,3,2, 2, 2, 0,0,0,0,0, 0,16,73.3,12,12,0,0,0,0, -1,-1,0,  2, 0
47100,2006, 590,5,4.29999999999999993e-01,1,53,2,2, 1, 1,14,0,0,0,0, 0,15,63.5,12,12,1,0,0,0, -1,-1,0, 14, 0
47101,2006, 591,1,4.29999999999999993e-01,2,25,1,2, 1, 4, 0,0,0,0,0, 0,12,63.5, 5, 0,0,0,0,0, -1,-1,0, -1,-1
47102,2006, 592,5,1.29000000000000004e+00,1,42,1,4, 1, 1,60,0,0,0,0, 1,14,53.9,12,12,1,0,0,0, -1,-1,0,  2, 0
47103,2006, 593,1,1.29000000000000004e+00,2,57,3,4, 2, 2, 0,0,0,0,0, 0,16,78.5,98, 0,0,0,0,0, -1,-1,0, -1,-1
47104,2006, 594,7,8.59999999999999987e-01,1,28,3,4, 1, 0, 0,0,0,0,0, 0, 9,34.2,12,12,0,0,0,0, -1,-1,0, -1,-1
47105,2006, 595,4,4.29999999999999993e-01,2,43,1,4, 1, 1,30,0,0,0,0, 0,11,36.5, 9, 9,0,0,0,0, -1,-1,0, -1,-1
47106,2006, 596,2,4.29999999999999993e-01,2,40,2,4, 4, 1,60,0,0,0,0, 0,11,29.3, 2, 0,2,0,0,0, -1,-1,0, -1,-1
47107,2006, 597,7,1.71999999999999997e+00,2,49,1,4, 9, 0, 0,0,0,0,0, 0,12,33.1,12,10,0,0,0,0, -1,-1,0, -1,-1
47108,2006, 598,7,1.90999999999999992e+00,1,60,1,4, 1, 0, 0,0,0,0,0, 0,12,48.9,11, 0,0,0,0,0, -1,-1,0, -1,-1
47109,2006, 599,2,8.59999999999999987e-01,1,54,1,4, 5, 4, 0,0,0,0,0, 4,12,34.3, 9, 0,2,0,0,0, -1,-1,0, -1,-1
47110,2006, 600,7,8.59999999999999987e-01,2,40,3,4, 2, 0, 0,0,0,0,0, 0, 7,45.4,98,98,0,0,0,0, -1,-1,0, -1,-1
47111,2006, 601,7,4.29999999999999993e-01,2,41,1,4, 4, 0, 0,0,0,0,0, 0,16,44.2,13,13,0,0,0,0, -1,-1,0, -1,-1
47112,2006, 602,7,8.59999999999999987e-01,1,63,1,4, 4, 0, 0,0,0,0,0, 0,14,39.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47113,2006, 603,6,2.14999999999999991e+00,2,36,3,4, 2, 2, 0,0,0,0,0, 2,12,33.1,12, 9,0,0,0,0, -1,-1,0,999,99
47114,2006, 604,7,4.29999999999999993e-01,1,47,1,4, 4, 0, 0,0,0,0,0, 0,17,72.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47115,2006, 605,1,4.29999999999999993e-01,2,64,1,4, 1, 1,48,0,0,0,0, 0,12,37.7,12,12,0,0,0,0, -1,-1,0, -1,-1
47116,2006, 606,5,1.29000000000000004e+00,1,47,1,4, 2, 4, 0,0,0,0,0, 2,12,31.5,12,12,1,0,0,0, -1,-1,0, -1,-1
47117,2006, 607,1,8.59999999999999987e-01,1,44,1,4, 4, 1,70,0,0,0,0, 0,13,48.9,12, 0,0,0,0,0, -1,-1,0, 10, 0
47118,2006, 608,7,1.90999999999999992e+00,2,66,1,4, 1, 0, 0,0,0,0,0, 0,12,63.5,98, 6,0,0,0,0, -1,-1,0, -1,-1
47119,2006, 609,2,9.00000000000000022e-01,1,47,1,5, 1, 1,60,0,0,0,0, 1,12,39.0,12,12,1,0,0,0, -1,-1,0,  1, 0
47120,2006, 610,3,9.00000000000000022e-01,2,24,1,5, 4, 2, 0,0,0,0,0, 0,14,68.1,12,12,1,0,0,0, -1,-1,0,  5, 0
47121,2006, 611,3,9.00000000000000022e-01,2,48,1,5, 1, 4, 0,0,0,0,0,11,12,73.3,12, 0,1,0,0,0, -1,-1,0,  5, 0
47122,2006, 612,7,1.98999999999999999e+00,2,42,1,5, 1, 0, 0,0,0,0,0, 0,14,26.4,12, 0,0,0,0,0, -1,-1,0, -1,-1
47123,2006, 613,3,4.50000000000000011e-01,1,75,1,5, 2, 2, 0,0,0,0,0, 0,12,50.7,12, 0,2,0,0,0, -1,-1,0, -1,-1
47124,2006, 614,2,9.00000000000000022e-01,1,50,1,5,11, 4, 0,0,0,0,0, 1,17,76.4,12,12,1,0,0,0, -1,-1,0, 30, 0
47125,2006, 615,4,1.98999999999999999e+00,2,49,1,5, 2, 4, 0,0,0,0,0, 2,16,63.5,12,12,0,0,0,0, -1,-1,0,  2, 0
47126,2006, 616,6,9.00000000000000022e-01,1,44,1,5, 4, 1,50,0,0,0,0, 1, 9,45.4,12,12,1,0,0,0, -1,-1,0, -1,-1
47127,2006, 617,7,4.50000000000000011e-01,1,49,1,5, 4, 0, 0,0,0,0,0, 0,12,27.5, 9, 0,0,0,0,0, -1,-1,0, -1,-1
47128,2006, 618,5,4.50000000000000011e-01,1,60,1,5, 1, 4, 0,0,0,0,0, 0,13,49.6,12,12,2,0,0,0, -1,-1,0, -1,-1
47129,2006, 619,6,4.50000000000000011e-01,2,34,1,5, 4, 4, 0,0,0,0,0, 0,19,71.2,12,12,1,0,0,0, -1,-1,0,  5, 0
47130,2006, 620,6,1.00000000000000000e+00,1,48,1,5, 4, 1,14,0,0,0,0, 0,18,74.4,12, 0,2,0,0,0, -1,-1,0, -1,-1
47131,2006, 621,3,9.00000000000000022e-01,1,50,3,5, 2, 2, 0,0,0,0,0, 0,15,29.3,12,10,1,0,0,0, -1,-1,0,  3, 0
47132,2006, 622,5,4.50000000000000011e-01,2,39,1,5, 4, 4, 0,0,0,0,0, 0,16,38.0,11,10,1,0,0,0, -1,-1,0, 10, 0
47133,2006, 623,5,9.00000000000000022e-01,1,49,1,5, 4, 1,60,0,0,0,0, 0,18,80.3,12,12,1,0,0,0, -1,-1,0, 40, 0
47134,2006, 624,6,9.00000000000000022e-01,1,47,1,5, 4, 1,60,0,0,0,0, 0,13,50.7,12,12,2,0,0,0, -1,-1,0,  5, 0
47135,2006, 625,3,1.90999999999999992e+00,2,55,1,1, 2, 2, 0,0,0,0,0, 3,18,71.6,98,12,1,0,0,0, -1,-1,0, 10, 0
47136,2006, 626,7,1.29000000000000004e+00,2,24,2,1, 4, 0, 0,0,0,0,0, 0,12,38.4,13,13,0,0,0,0, -1,-1,0, -1,-1
47137,2006, 627,1,8.59999999999999987e-01,2,54,2,1,11, 2, 0,0,0,0,0, 0,14,43.7,12,12,0,0,0,0, -1,-1,0,  8, 0
47138,2006, 628,1,1.29000000000000004e+00,1,49,2,1, 1, 1,18,0,0,0,0, 0,15,68.1,98,12,0,0,0,0, -1,-1,0, 12, 0
47139,2006, 629,6,9.49999999999999956e-01,1,36,2,1, 4, 1,18,0,0,0,0, 0,14,76.3,12, 0,1,0,0,0, -1,-1,0, 15, 0
47140,2006, 630,2,1.29000000000000004e+00,1,48,2,1,11, 2, 0,0,0,0,0,11,12,29.2,12, 9,2,0,0,0, -1,-1,0, -1,-1
47141,2006, 631,5,8.59999999999999987e-01,2,35,2,1,11, 1,50,0,0,0,0, 0,16,37.7,13,13,1,0,0,0, -1,-1,0, 25, 0
47142,2006, 632,1,8.59999999999999987e-01,2,42,2,1, 1, 1,60,0,0,0,0, 1,14,29.3,12,12,0,0,0,0, -1,-1,0,  0,30
47143,2006, 633,4,9.49999999999999956e-01,2,64,2,1, 1, 1,28,0,0,0,0, 0,13,38.2,12,12,0,0,0,0, -1,-1,0, -1,-1
47144,2006, 634,2,8.59999999999999987e-01,1,50,2,1, 1, 1,31,0,0,0,0, 4,16,53.7,12,12,9,0,0,0, -1,-1,0,999,99
47145,2006, 635,5,1.90999999999999992e+00,2,55,2,1, 1, 1,28,0,0,0,0, 0,14,44.2,13, 0,1,0,0,0, -1,-1,0,  1, 0
47146,2006, 636,4,1.90999999999999992e+00,1,53,2,1, 1, 1,10,0,0,0,0, 1,15,65.8,12,12,0,0,0,0, -1,-1,0, 10, 0
47147,2006, 637,2,4.29999999999999993e-01,2,40,2,1, 1, 1,12,0,0,0,0, 0,18,69.2,12,12,1,0,0,0, -1,-1,0, 30, 0
47148,2006, 638,3,4.29999999999999993e-01,1,69,1,4, 4, 4, 0,0,0,0,0, 0,10,50.7,12,12,1,0,0,0, -1,-1,0,  5, 0
47149,2006, 639,7,4.29999999999999993e-01,2,55,2,4, 1, 0, 0,0,0,0,0, 0,12,50.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47150,2006, 640,6,1.71999999999999997e+00,2,21,1,4, 4, 1,50,0,0,0,0, 0,15,-1.0,12, 0,1,0,0,0, -1,-1,0,  3, 0
47151,2006, 641,4,8.59999999999999987e-01,1,62,1,3, 2, 2, 0,0,0,0,0,11,14,31.4,12, 5,0,0,0,0, -1,-1,0, 20, 0
47152,2006, 642,7,4.29999999999999993e-01,2,47,2,4, 1, 0, 0,0,0,0,0, 0,14,31.4,13,13,0,0,0,0, -1,-1,0, -1,-1
47153,2006, 643,1,4.29999999999999993e-01,2,46,3,4, 2, 2, 0,0,0,0,0, 0,16,57.1,12, 0,0,0,0,0, -1,-1,0,  3, 0
47154,2006, 644,7,4.29999999999999993e-01,1,75,2,3, 1, 0, 0,0,0,0,0, 0,16,64.1,12, 0,0,0,0,0, -1,-1,0, -1,-1
47155,2006, 645,1,8.59999999999999987e-01,1,67,2,3, 1, 1,28,0,0,0,0, 1,11,31.5,12, 0,0,0,0,0, -1,-1,0,  2, 0
47156,2006, 646,2,1.29000000000000004e+00,2,82,1,3, 2, 2, 0,0,0,0,0, 2,14,-1.0,12, 0,2,0,0,0, -1,-1,0, -1,-1
47157,2006, 647,7,9.49999999999999956e-01,2,33,2,3, 1, 0, 0,0,0,0,0, 0,13,-1.0,13,99,0,0,0,0, -1,-1,0, -1,-1
47158,2006, 648,7,1.71999999999999997e+00,2,50,2,3, 2, 0, 0,0,0,0,0, 0,19,73.2,12,12,0,0,0,0, -1,-1,0, -1,-1
47159,2006, 649,5,1.71999999999999997e+00,2,61,1,3, 1, 1,50,0,0,0,0, 6,16,62.5,12, 0,1,0,0,0, -1,-1,0, 10, 0
47160,2006, 650,3,8.59999999999999987e-01,2,51,2,3, 1, 1,50,0,0,0,0, 0,12,29.2, 9, 9,2,0,0,0, -1,-1,0, -1,-1
47161,2006, 651,5,8.59999999999999987e-01,2,60,2,3, 1, 1,18,0,0,0,0, 8,12,27.5,12,12,2,0,0,0, -1,-1,0, -1,-1
47162,2006, 652,2,8.59999999999999987e-01,1,41,2,3, 1, 1,60,0,0,0,0, 1,14,29.8,12,12,1,0,0,0, -1,-1,0,  0, 5
47163,2006, 653,7,4.29999999999999993e-01,1,34,1,1, 2, 0, 0,0,0,0,0, 0,10,38.2,11, 0,0,0,0,0, -1,-1,0, -1,-1
47164,2006, 654,5,8.59999999999999987e-01,1,49,2,1, 4, 4, 0,0,0,0,0, 1,12,63.5,12,12,1,0,0,0, -1,-1,0,  3, 0
47165,2006, 655,7,4.29999999999999993e-01,2,58,3,1, 2, 0, 0,0,0,0,0, 0,18,80.3,12,12,0,0,0,0, -1,-1,0, -1,-1
47166,2006, 656,7,8.59999999999999987e-01,2,48,3,1, 2, 0, 0,0,0,0,0, 0,12,33.1,10,10,0,0,0,0, -1,-1,0, -1,-1
47167,2006, 657,1,8.59999999999999987e-01,2,31,2,1, 1, 9, 0,0,0,0,0, 0,14,73.2,12,12,0,0,0,0, -1,-1,0,  6, 0
47168,2006, 658,6,4.29999999999999993e-01,2,60,1,1, 4, 1,18,0,0,0,0, 0,14,50.7, 8, 0,2,0,0,0, -1,-1,0, -1,-1
47169,2006, 659,7,8.59999999999999987e-01,2,52,2,1, 2, 0, 0,0,0,0,0, 0,16,25.5,10,10,0,0,0,0, -1,-1,0, -1,-1
47170,2006, 660,7,4.29999999999999993e-01,1,45,2,1, 1, 0, 0,0,0,0,0, 0, 9,39.4,10,10,0,0,0,0, -1,-1,0, -1,-1
47171,2006, 661,5,8.59999999999999987e-01,2,18,2,1, 1, 1,18,0,0,0,0, 0,11,33.1, 6, 1,2,0,0,0, -1,-1,0,  3,20
47172,2006, 662,3,1.29000000000000004e+00,1,35,1,1, 4, 1,28,0,0,0,0, 0,12,39.0,12,12,1,0,0,0, -1,-1,0,  0,30
47173,2006, 663,3,1.29000000000000004e+00,1,22,2,1, 4,11,98,0,0,0,0, 0,12,29.2,98, 9,1,0,0,0, -1,-1,0,999,99
47174,2006, 664,3,8.59999999999999987e-01,2,60,1,3, 1, 1,50,0,0,0,0, 2,12,38.4,12, 0,1,0,0,0, -1,-1,0,  2, 0
47175,2006, 665,5,9.49999999999999956e-01,2,33,1,3, 2, 2, 0,0,0,0,0, 0,17,78.5,12,12,1,0,0,0, -1,-1,0, 13,20
47176,2006, 666,4,8.59999999999999987e-01,2,57,1,3, 2, 2, 0,0,0,0,0, 0,13,38.4,10, 0,0,0,0,0, -1,-1,0, -1,-1
47177,2006, 667,2,4.29999999999999993e-01,2,66,1,3, 1, 1,50,0,0,0,0, 0,20,82.7,12,12,1,0,0,0, -1,-1,0,  2, 0
47178,2006, 668,4,1.29000000000000004e+00,2,66,1,3, 2, 2, 0,0,0,0,0, 2,16,73.2,12, 0,0,0,0,0, -1,-1,0,  1, 0
47179,2006, 669,6,2.14999999999999991e+00,2,80,1,3, 2, 2, 0,0,0,0,0, 0, 8,32.4,98, 0,2,0,0,0, -1,-1,0, -1,-1
47180,2006, 670,5,4.29999999999999993e-01,1,51,1,3, 2, 2, 0,0,0,0,0, 0,15,63.5,12,12,1,0,0,0, -1,-1,0, 14, 0
47181,2006, 671,1,2.85999999999999988e+00,2,41,2,3, 1, 1,60,0,0,0,0, 1,15,42.3,12,12,0,0,0,0, -1,-1,0, -1,-1
47182,2006, 672,6,1.29000000000000004e+00,1,22,1,3, 2, 2, 0,0,0,0,0, 0,15,52.5,12,10,1,0,0,0, -1,-1,0,  7, 0
47183,2006, 673,7,8.59999999999999987e-01,2,81,1,3, 1, 0, 0,0,0,0,0, 0,12,36.1,13, 0,0,0,0,0, -1,-1,0, -1,-1
47184,2006, 674,5,8.59999999999999987e-01,2,20,1,3, 1, 2, 0,0,0,0,0, 2,13,35.2,12,98,1,0,0,0, -1,-1,0,  1, 0
47185,2006, 675,5,4.29999999999999993e-01,2,42,1,3, 5, 2, 0,0,0,0,0, 0,14,32.4, 7, 7,2,0,0,0, -1,-1,0, -1,-1
47186,2006, 676,7,1.29000000000000004e+00,1,51,1,3, 1, 0, 0,0,0,0,0, 0,14,47.0,12,12,0,0,0,0, -1,-1,0, -1,-1
47187,2006, 677,5,8.59999999999999987e-01,2,35,1,3, 2, 2, 0,0,0,0,0, 1,13,36.7,12,12,1,0,0,0, -1,-1,0, 12, 0
47188,2006, 678,4,8.59999999999999987e-01,2,37,1,3, 4, 1,60,0,0,0,0, 4,16,82.7,12,12,0,0,0,0, -1,-1,0,  4, 0
47189,2006, 679,6,4.29999999999999993e-01,2,59,1,3, 2, 2, 0,0,0,0,0, 0,14,73.2,13,13,1,0,0,0, -1,-1,0, 10, 0
47190,2006, 680,7,8.59999999999999987e-01,1,56,1,3, 4, 0, 0,0,0,0,0, 0,16,86.0,12,12,0,0,0,0, -1,-1,0, -1,-1
47191,2006, 681,7,8.59999999999999987e-01,2,44,1,3, 4, 0, 0,0,0,0,0, 0,12,33.9,12, 0,0,0,0,0, -1,-1,0, -1,-1
47192,2006, 682,7,8.59999999999999987e-01,1,32,1,3, 1, 0, 0,0,0,0,0, 0,19,53.7,12,12,0,0,0,0, -1,-1,0, -1,-1
47193,2006, 683,4,8.59999999999999987e-01,1,65,1,3, 2, 2, 0,0,0,0,0, 2,16,63.5,12,12,0,0,0,0, -1,-1,0,  0,10
47194,2006, 684,2,8.59999999999999987e-01,2,60,1,3, 2, 2, 0,0,0,0,0, 2,12,38.9,98,98,1,0,0,0, -1,-1,0, -1,-1
47195,2006, 685,2,1.90999999999999992e+00,2,48,1,3, 2, 2, 0,0,0,0,0, 2, 2,80.3,13,13,1,0,0,0, -1,-1,0,  0,25
47196,2006, 686,4,8.59999999999999987e-01,2,66,1,3, 4, 4, 0,0,0,0,0, 4,16,80.3,13,13,0,0,0,0, -1,-1,0,  0, 5
47197,2006, 687,7,8.59999999999999987e-01,2,58,1,3, 2, 0, 0,0,0,0,0, 0,14,68.1,13,13,0,0,0,0, -1,-1,0, -1,-1
47198,2006, 688,1,4.29999999999999993e-01,1,48,1,3, 6, 2, 0,0,0,0,0, 0,16,66.1,12,10,0,0,0,0, -1,-1,0,  0,20
47199,2006, 689,5,4.29999999999999993e-01,2,60,1,3, 2, 2, 0,0,0,0,0, 9,12,63.2,12,12,1,0,0,0, -1,-1,0, -1,-1
47200,2006, 690,7,8.59999999999999987e-01,2,39,2,3, 1, 0, 0,0,0,0,0, 0,14,36.5,12,12,0,0,0,0, -1,-1,0, -1,-1
47201,2006, 691,4,4.29999999999999993e-01,2,70,1,3, 2, 2, 0,0,0,0,0, 0,14,36.5,12, 0,0,0,0,0, -1,-1,0,  1, 0
47202,2006, 692,7,8.59999999999999987e-01,1,81,1,3, 2, 0, 0,0,0,0,0, 0,16,73.3,12, 0,0,0,0,0, -1,-1,0, -1,-1
47203,2006, 693,6,1.90999999999999992e+00,1,64,1,3, 2, 2, 0,0,0,0,0, 2,16,85.1,12,12,1,0,0,0, -1,-1,0,  1, 0
47204,2006, 694,4,1.29000000000000004e+00,2,19,3,3, 4, 4, 0,0,0,0,0, 0,11,-1.0,98, 0,0,0,0,0, -1,-1,0,  7, 0
47205,2006, 695,7,8.59999999999999987e-01,1,80,1,3, 1, 0, 0,0,0,0,0, 0,16,63.5,13,13,0,0,0,0, -1,-1,0, -1,-1
47206,2006, 696,7,8.59999999999999987e-01,1,63,1,3, 2, 0, 0,0,0,0,0, 0,20,86.8,12,12,0,0,0,0, -1,-1,0, -1,-1
